02441,Sir Roland| The Grey,4.99,NULL,DarkHeavenLegends
02442,Aeowyn Sliverwood,4.99,NULL,DarkHeavenLegends
02443,S'Kara| Female Skoli,4.99,NULL,DarkHeavenLegends
02444,Demon Gharun,10.99,NULL,DarkHeavenLegends
02445,Fairies,5.99,NULL,DarkHeavenLegends
02446,Sir Justin The Green,4.99,NULL,DarkHeavenLegends
02447,Sallah| Arabian Hero,4.99,NULL,DarkHeavenLegends
02448,Dancing Girls,7.99,NULL,DarkHeavenLegends
02449,Callus Darklore,6.99,NULL,DarkHeavenLegends
02450,Ghouls and Ghast,11.49,NULL,DarkHeavenLegends
02451,Shawna Wolfsister,6.99,NULL,DarkHeavenLegends
02452,Amber Dracomancer,9.99,NULL,DarkHeavenLegends
02453,Guardian Dragon,29.99,NULL,DarkHeavenLegends
02454,Tonga| Gorilla-Man,8.99,NULL,DarkHeavenLegends
02455,Weapons Pack IV,6.99,NULL,DarkHeavenLegends
02456,Anti-Paladin,4.99,NULL,DarkHeavenLegends
02457,Amber Dragon,27.99,NULL,DarkHeavenLegends
02458,Liriel Silverlocks|,4.99,NULL,DarkHeavenLegends
02459,Ava| Female Templar,4.99,NULL,DarkHeavenLegends
02460,Vernicia,4.99,NULL,DarkHeavenLegends
02461,Cobart| Male Mage,4.99,NULL,DarkHeavenLegends
02462,Isabella,4.99,NULL,DarkHeavenLegends
02463,Boris the Black,5.99,NULL,DarkHeavenLegends
02464,Black Legionnaire,4.99,NULL,DarkHeavenLegends
02465,Black Legionnaire,4.99,NULL,DarkHeavenLegends
02466,Carnivorous Ape,7.99,NULL,DarkHeavenLegends
02467,Gnoll Marauders,12.99,NULL,DarkHeavenLegends
02468,The Unholy Warrior,4.99,NULL,DarkHeavenLegends
02469,Bugbear Warriors,10.99,NULL,DarkHeavenLegends
02470,Kobold Raiders,9.99,NULL,DarkHeavenLegends
02471,Felix Einen,4.99,NULL,DarkHeavenLegends
02472,Thain Grimthorn,4.99,NULL,DarkHeavenLegends
02473,Aramil,5.99,NULL,DarkHeavenLegends
02474,Boren Backslap,5.99,NULL,DarkHeavenLegends
02475,Christina the Devout,4.99,NULL,DarkHeavenLegends
02476,Lorna The Huntress,4.99,NULL,DarkHeavenLegends
02477,Sir William Peacemaker,4.99,NULL,DarkHeavenLegends
02478,Gregor The Wizard,5.99,NULL,DarkHeavenLegends
02479,Ettin,12.99,NULL,DarkHeavenLegends
02480,Sabertooth Tiger,7.49,NULL,DarkHeavenLegends
02481,Goblin War Band,10.49,NULL,DarkHeavenLegends
02482,Franc Jeaunoir,7.79,NULL,DarkHeavenLegends
02483,Mangu Timur,5.49,NULL,DarkHeavenLegends
02484,Mummy Lord Of Hakir,4.99,NULL,DarkHeavenLegends
02485,Egyptian Sorceress,4.99,NULL,DarkHeavenLegends
02486,Ogre Mage,10.99,NULL,DarkHeavenLegends
02487,Giant Foo Dog,9.99,NULL,DarkHeavenLegends
02488,Cave Troll Champion,7.99,NULL,DarkHeavenLegends
02489,Black Legionnaire,5.49,NULL,DarkHeavenLegends
02490,Black Legionnaire,4.99,NULL,DarkHeavenLegends
02491,Lucius Panderwagon,4.99,NULL,DarkHeavenLegends
02492,Scarab Beetle Swarm (2),4.99,NULL,DarkHeavenLegends
02493,Lathara the Sorceress,4.99,NULL,DarkHeavenLegends
02494,Sir Aidin| Ivy Crown,5.99,NULL,DarkHeavenLegends
02495,Sir Malbeth Blackhawk,4.99,NULL,DarkHeavenLegends
02496,Swamp Shambler,5.99,NULL,DarkHeavenLegends
02497,Jasmine Silverveil,4.99,NULL,DarkHeavenLegends
02498,Snakemen,8.99,NULL,DarkHeavenLegends
02499,Tomb Wraith,6.99,NULL,DarkHeavenLegends
02500,Fergus the Weaver,4.99,NULL,DarkHeavenLegends
02501,Mirari the Seductress,3.99,NULL,DarkHeavenLegends
02502,Nagrash| Orc Chieftan,5.99,NULL,DarkHeavenLegends
02503,Norrin Silverbeard,4.99,NULL,DarkHeavenLegends
02504,Bria| Dark Necromancer,4.99,NULL,DarkHeavenLegends
02505,Hiroku of Okura,4.99,NULL,DarkHeavenLegends
02506,Rath Nashanneth| Dark Elf,4.99,NULL,DarkHeavenLegends
02507,Khalith| Mummy King,4.99,NULL,DarkHeavenLegends
02508,Rudiger Pirate Lord,4.99,NULL,DarkHeavenLegends
02509,Mother Superior,4.99,NULL,DarkHeavenLegends
02510,Balto Burrowell| Gnome,4.49,01/01/06,DarkHeavenLegends
02511,Midori| Female Monk,4.99,NULL,DarkHeavenLegends
02512,Tsuko| Male Monk,4.99,NULL,DarkHeavenLegends
02513,Templar Knight,4.99,NULL,DarkHeavenLegends
02514,Kang| Half Orc,4.99,NULL,DarkHeavenLegends
02515,Krunkh| Bugbear Chief,5.99,NULL,DarkHeavenLegends
02516,Tortoise Dragon,24.99,NULL,DarkHeavenLegends
02517,Hooked Terror,7.99,NULL,DarkHeavenLegends
02518,Deenah| Female Barb,4.99,NULL,DarkHeavenLegends
02519,Kneeling Assassin,5.99,NULL,DarkHeavenLegends
02520,Troll Matron,6.99,NULL,DarkHeavenLegends
02521,Cavern Worm,16.99,NULL,DarkHeavenLegends
02522,Hell Hounds (2),12.99,NULL,DarkHeavenLegends
02523,Wererat,4.99,NULL,DarkHeavenLegends
02524,Female Dark Elf Cleric,4.99,NULL,DarkHeavenLegends
02525,Murkillor| Wraith King,6.99,NULL,DarkHeavenLegends
02526,Owl Bear,8.99,NULL,DarkHeavenLegends
02527,Dire Boar,6.99,NULL,DarkHeavenLegends
02528,Kara| Female Archer,4.99,NULL,DarkHeavenLegends
02529,Brand| Male Barbarian,4.99,NULL,DarkHeavenLegends
02530,Angel of Death,9.99,NULL,DarkHeavenLegends
02531,Dobbin| Halfling,4.99,NULL,DarkHeavenLegends
02532,Vulture Demon,14.49,NULL,DarkHeavenLegends
02533,Toshiro Male Ronin,4.99,NULL,DarkHeavenLegends
02534,Kiri| Female Ninja,4.99,NULL,DarkHeavenLegends
02535,Nicole of the Blade,4.99,NULL,DarkHeavenLegends
02536,King Donegal Breonne,4.99,NULL,DarkHeavenLegends
02537,Orankar| Ogre Boss,11.49,NULL,DarkHeavenLegends
02538,Lesser Elementals,11.99,NULL,DarkHeavenLegends
02539,Silver Dragon,28.99,NULL,DarkHeavenLegends
02540,Magic Treasures,7.49,NULL,DarkHeavenLegends
02541,Darbin the Deadly,4.99,NULL,DarkHeavenLegends
02542,Bulgoth| Troll King,9.99,NULL,DarkHeavenLegends
02543,Elladan| Elf,4.99,NULL,DarkHeavenLegends
02544,Barrow Rats,8.99,NULL,DarkHeavenLegends
02545,Fitch|  Halfling,5.99,NULL,DarkHeavenLegends
02546,Death Shroud,6.49,NULL,DarkHeavenLegends
02547,Logar the Executioner,6.99,NULL,DarkHeavenLegends
02548,Merchant & Henchmen,11.99,NULL,DarkHeavenLegends
02549,Narthalyssk| Dragon,29.99,NULL,DarkHeavenLegends
02550,Orc War Party,14.49,NULL,DarkHeavenLegends
02551,Monique Denoir,5.49,NULL,DarkHeavenLegends
02552,Elisha Lights Edge,4.99,NULL,DarkHeavenLegends
02553,Sorceress & Servant,8.99,NULL,DarkHeavenLegends
02554,Magic Treasure II,11.49,NULL,DarkHeavenLegends
02555,Dirk|  Male Rogue,4.99,NULL,DarkHeavenLegends
02556,Erik Redbeard| Viking,4.99,NULL,DarkHeavenLegends
02557,Olorin| Male Druid,4.99,NULL,DarkHeavenLegends
02558,Anduriel| Elf Warrior,4.99,NULL,DarkHeavenLegends
02559,Dwarven Brewmeister,13.99,NULL,DarkHeavenLegends
02560,Strohm| Earth Sorcerer,5.49,NULL,DarkHeavenLegends
02561,Vaaron|  Fire Sorcerer,5.49,NULL,DarkHeavenLegends
02562,Gossamer Air Sorceress,6.49,NULL,DarkHeavenLegends
02563,Arilyn Water Sorceress,4.99,NULL,DarkHeavenLegends
02564,Giant Scarab Beetle,8.99,NULL,DarkHeavenLegends
02565,Cardolan| Ranger,6.49,03/01/02,DarkHeavenLegends
02566,Fiona| Female Druid,4.99,03/01/02,DarkHeavenLegends
02567,Basilisk,8.99,03/01/02,DarkHeavenLegends
02568,D'Khul| Bathalian,7.99,03/01/02,DarkHeavenLegends
02569,Vlad Evil Cleric,6.99,03/01/02,DarkHeavenLegends
02570,Karoak| Toad Demon,6.99,03/01/02,DarkHeavenLegends
02571,Telemnar| Elf Warrior,6.99,03/01/02,DarkHeavenLegends
02572,Overladen Henchman,6.99,03/01/02,DarkHeavenLegends
02573,Yvonne| Warmaiden,6.99,03/01/02,DarkHeavenLegends
02574,Female Dark Elf,6.99,03/01/02,DarkHeavenLegends
02575,Cleo| Weretigress,6.99,04/01/02,DarkHeavenLegends
02576,Nagel the Hammer,6.99,04/01/02,DarkHeavenLegends
02577,Dark Elf Queen/Throne,5.99,04/01/02,DarkHeavenLegends
02578,Darius the Blue|Wizard,4.99,04/01/02,DarkHeavenLegends
02579,Blorg| Hill Giant,24.99,04/01/02,DarkHeavenLegends
02580,Altar of Evil w/Victim,13.99,04/01/02,DarkHeavenLegends
02581,King of the High Elves,4.99,04/01/02,DarkHeavenLegends
02582,Queen of  High Elves,6.49,04/01/02,DarkHeavenLegends
02583,Townsfolk I,14.49,04/01/02,DarkHeavenLegends
02584,Townsfolk II,12.99,04/01/02,DarkHeavenLegends
02585,Lindir| Elf Archer,6.99,03/01/02,DarkHeavenLegends
02586,Nabin| Desert Ranger,4.99,03/01/02,DarkHeavenLegends
02587,Wraith w/ 2hand sword,5.49,03/01/02,DarkHeavenLegends
02588,Assassin/ Blue Orchid,4.99,03/01/02,DarkHeavenLegends
02589,Gabriella| Warmaiden,4.99,03/01/02,DarkHeavenLegends
02590,Merryn| Elf Thief,4.99,03/01/02,DarkHeavenLegends
02591,Valdarynn| Arch Mage,5.99,03/01/02,DarkHeavenLegends
02592,Gnarr| Gnoll Champion,4.99,03/01/02,DarkHeavenLegends
02593,Familiar Pack III,8.99,03/01/02,DarkHeavenLegends
02594,Egyptian Priestess,7.99,03/01/02,DarkHeavenLegends
02595,Patches| Flesh Golem,4.99,06/01/02,DarkHeavenLegends
02596,Schindal| Clay Golem,4.99,06/01/02,DarkHeavenLegends
02597,Mzima| Stone Golem,12.99,06/01/02,DarkHeavenLegends
02598,Tiki| Wood Golem,5.99,06/01/02,DarkHeavenLegends
02599,Frorigh| Frost Giant,27.49,06/01/02,DarkHeavenLegends
02600,Drexel Sparrowhawk| Paladin,4.99,06/01/02,DarkHeavenLegends
02601,Dwarf Cleric| Grayrune,4.99,06/01/02,DarkHeavenLegends
02602,Hakir Barbarian| Tor,4.99,06/01/02,DarkHeavenLegends
02603,Bugbear Shaman| Skrug,5.99,07/01/02,DarkHeavenLegends
02604,Lorn| Barbarian w/ Axe,4.99,07/01/02,DarkHeavenLegends
02605,Ulthalokh the Unclean,6.99,07/01/02,DarkHeavenLegends
02606,Vosiphur| Evil Fighter,4.99,07/01/02,DarkHeavenLegends
02607,Bjorn| Dwarven Warrior,5.99,07/01/02,DarkHeavenLegends
02608,Tyden| Barbarian,4.99,07/01/02,DarkHeavenLegends
02609,Marsh Troll,6.99,07/01/02,DarkHeavenLegends
02610,Black Legionnaire,4.99,07/01/02,DarkHeavenLegends
02611,Skulls (of 8 races),4.99,07/01/02,DarkHeavenLegends
02612,Threvus| Sword Master,4.99,08/01/02,DarkHeavenLegends
02613,Dark Elf Sorcerer,5.49,08/01/02,DarkHeavenLegends
02614,Rhauga| Lich-Sage,4.99,08/01/02,DarkHeavenLegends
02615,Female Bloodguard,4.99,08/01/02,DarkHeavenLegends
02616,Traeg| Barbarian,4.99,08/01/02,DarkHeavenLegends
02617,Female Wraith,5.49,08/01/02,DarkHeavenLegends
02618,Half Elf Thief,5.49,08/01/02,DarkHeavenLegends
02619,Cloak Fiend,5.99,08/01/02,DarkHeavenLegends
02620,Spider Centaur,22.49,08/01/02,DarkHeavenLegends
02621,Laurana| Sorceress,5.99,08/01/02,DarkHeavenLegends
02622,Frulla Krung,17.99,09/01/02,DarkHeavenLegends
02623,Sheya| Shield Maiden,4.99,09/01/02,DarkHeavenLegends
02624,Elven Temple Guardian,5.99,09/01/02,DarkHeavenLegends
02625,Akbeth| Heroic Pharaoh,4.99,09/01/02,DarkHeavenLegends
02626,Randall Devonshire,4.99,09/01/02,DarkHeavenLegends
02627,Medieval Sarcophagus,22.49,09/01/02,DarkHeavenLegends
02628,Iron Fist| Male Monk,5.99,09/01/02,DarkHeavenLegends
02629,Jade Star| Female Monk,4.99,09/01/02,DarkHeavenLegends
02630,Frogmen,9.99,10/01/02,DarkHeavenLegends
02631,Cockatrice,4.99,10/01/02,DarkHeavenLegends
02632,Jahenna| Vampire,5.99,10/01/02,DarkHeavenLegends
02633,Vandorendra| Snake Demon,6.99,10/01/02,DarkHeavenLegends
02634,Well Of Doom,19.99,10/01/02,DarkHeavenLegends
02635,Winged Tiger,8.49,10/01/02,DarkHeavenLegends
02636,Blacksting| Wyvern,17.99,10/01/02,DarkHeavenLegends
02637,Marcus Starsong,4.99,10/01/02,DarkHeavenLegends
02638,Adventuring Accessories,9.99,10/31/02,DarkHeavenLegends
02639,Manticore,16.49,11/01/02,DarkHeavenLegends
02640,Tharn Helmsunder,4.99,11/01/02,DarkHeavenLegends
02641,Harley Brimstone,4.99,11/01/02,DarkHeavenLegends
02642,Tuomas the Seeker,4.99,11/01/02,DarkHeavenLegends
02643,Diedra Dark Willow,4.99,11/01/02,DarkHeavenLegends
02644,Thornwart| Boar Demon,15.99,11/01/02,DarkHeavenLegends
02645,Maria Roseblade,5.99,11/01/02,DarkHeavenLegends
02646,Prince of the Undead,19.99,NULL,DarkHeavenLegends
02647,Gunther| Fire Giant,27.49,NULL,DarkHeavenLegends
02648,Schumacher| Ranger,4.99,NULL,DarkHeavenLegends
02649,Winter Wolf,8.99,NULL,DarkHeavenLegends
02650,Nayanna Female Fighter,4.99,NULL,DarkHeavenLegends
02651,Rutger The Slayer,4.99,NULL,DarkHeavenLegends
02652,Magic Treasures III,9.99,NULL,DarkHeavenLegends
02653,Slipshadow| Thief,4.99,NULL,DarkHeavenLegends
02654,Narglauth| Fire Demon,22.49,NULL,DarkHeavenLegends
02655,Townsfolk III,14.99,NULL,DarkHeavenLegends
02656,Demon Marbrezuk,12.99,02/01/03,DarkHeavenLegends
02657,Lardgulp| Two Headed Troll,12.99,02/01/03,DarkHeavenLegends
02658,Stone Lurker,9.99,02/01/03,DarkHeavenLegends
02659,Piotr Irongale,4.99,02/01/03,DarkHeavenLegends
02660,Jonas Kane,4.99,02/01/03,DarkHeavenLegends
02661,Dern Ironfist,4.99,02/01/03,DarkHeavenLegends
02662,Amanthas Grayleaf,4.99,02/01/03,DarkHeavenLegends
02663,James St. Johnson,4.99,02/01/03,DarkHeavenLegends
02664,Phase Cat,7.99,03/01/03,DarkHeavenLegends
02665,Killer Frogs,9.99,03/01/03,DarkHeavenLegends
02666,Hans Bullman,4.99,03/01/03,DarkHeavenLegends
02667,Halfling Wizard,4.99,03/01/03,DarkHeavenLegends
02668,Bat Swarm,6.99,03/01/03,DarkHeavenLegends
02669,Oberon Half-Orc,4.99,03/01/03,DarkHeavenLegends
02670,Ulric Bloodclub,4.99,03/01/03,DarkHeavenLegends
02671,Rax Darkcutter,4.99,03/01/03,DarkHeavenLegends
02672,Clawed Devil,4.99,03/01/03,DarkHeavenLegends
02673,Veronica Duskraven,4.99,03/01/03,DarkHeavenLegends
02674,Chimera,22.49,04/01/03,DarkHeavenLegends
02675,Giant Snake,5.99,04/01/03,DarkHeavenLegends
02676,Elia Shadowfeet| Female Halfling Thief,5.99,04/01/03,DarkHeavenLegends
02677,Townsfolk IV Bandits (4),15.99,04/01/03,DarkHeavenLegends
02678,Swamp Hag,4.99,04/01/03,DarkHeavenLegends
02679,Mushroom Men,8.99,04/01/03,DarkHeavenLegends
02680,Undead Troll,6.99,04/01/03,DarkHeavenLegends
02681,Tolzar| Cleric,4.99,04/01/03,DarkHeavenLegends
02682,Selmarina| Witch,5.99,04/01/03,DarkHeavenLegends
02683,Black Legionnaire Errant,5.49,04/01/03,DarkHeavenLegends
02684,Frog Demon,19.99,05/01/03,DarkHeavenLegends
02685,Formorian Giant,24.99,05/01/03,DarkHeavenLegends
02686,Female Archer,4.99,05/01/03,DarkHeavenLegends
02687,Female Barbarian,4.99,05/01/03,DarkHeavenLegends
02688,Jaatu,4.99,05/01/03,DarkHeavenLegends
02689,Kurff the Swift,4.99,05/01/03,DarkHeavenLegends
02690,Owl Bear,12.49,05/01/03,DarkHeavenLegends
02691,Striges,4.99,05/01/03,DarkHeavenLegends
02692,Tolan| Male Druid,5.99,05/01/03,DarkHeavenLegends
02693,Danra Female Druid,4.99,04/30/03,DarkHeavenLegends
02694,Gladiator w/ trident,4.99,NULL,DarkHeavenLegends
02695,Fungus Patch,5.99,NULL,DarkHeavenLegends
02696,Charon,16.49,NULL,DarkHeavenLegends
02697,Yeti,6.99,NULL,DarkHeavenLegends
02698,Melorian| Female Ftr,4.99,NULL,DarkHeavenLegends
02699,Wiglaf| Viking,4.99,NULL,DarkHeavenLegends
02700,Tox,6.99,NULL,DarkHeavenLegends
02701,Thor,6.99,NULL,DarkHeavenLegends
02702,Hercules,5.99,NULL,DarkHeavenLegends
02703,Gothic Archway,4.99,NULL,DarkHeavenLegends
02704,Lord of the Gnolls,9.99,07/01/03,DarkHeavenLegends
02705,Skeletal Dragon,17.99,07/01/03,DarkHeavenLegends
02706,Clay Golem,7.99,07/01/03,DarkHeavenLegends
02707,Odum Rumblebeard| Dwarf Wizard,4.99,07/01/03,DarkHeavenLegends
02708,Janara HalfOrc Female,4.99,07/01/03,DarkHeavenLegends
02709,Biff| Halfling Monk,4.99,07/01/03,DarkHeavenLegends
02710,Goblin Wolf (2),6.99,07/01/03,DarkHeavenLegends
02711,Amiryth Elmlighter,4.99,07/01/03,DarkHeavenLegends
02712,Eyebeast,14.99,07/01/03,DarkHeavenLegends
02713,Ilmarin Duskwander,4.99,07/01/03,DarkHeavenLegends
02714,Fingal Winkbeard Gnome,4.99,07/01/03,DarkHeavenLegends
02715,Sir Justin| Templar,4.99,07/01/03,DarkHeavenLegends
02716,Demonic Lasher,14.99,08/01/03,DarkHeavenLegends
02717,Dragon of Fire,32.99,12/01/03,DarkHeavenLegends
02718,Garravank| Ghoul King,10.99,08/01/03,DarkHeavenLegends
02719,Ametrine Earthlyte,4.99,08/01/03,DarkHeavenLegends
02720,Inquisitor of Malvernis,6.49,08/01/03,DarkHeavenLegends
02721,Thora| Gnome Bard,4.99,08/01/03,DarkHeavenLegends
02722,Witch of Darkmoors,4.99,08/01/03,DarkHeavenLegends
02723,Felicia of the Blade,4.99,08/01/03,DarkHeavenLegends
02724,Egyptian Sarcophagus,24.99,12/30/03,DarkHeavenLegends
02725,Alaine| Female Paladin,4.99,08/01/03,DarkHeavenLegends
02726,Gragg Elfslayer,5.99,08/01/03,DarkHeavenLegends
02727,Swine Prince & Slave,9.99,08/01/03,DarkHeavenLegends
02728,Iron Golem,18.99,10/27/03,DarkHeavenLegends
02729,Mephisto| Arch-Devil,12.99,09/01/03,DarkHeavenLegends
02730,Cavern Crawler,24.99,09/01/03,DarkHeavenLegends
02731,Yuri| Female Monk,4.99,09/01/03,DarkHeavenLegends
02732,Kazumi| Male Monk,4.99,10/27/03,DarkHeavenLegends
02733,Egyptian Statue Bast,5.99,08/31/03,DarkHeavenLegends
02734,Egyptian Statue Anubis,7.99,08/31/03,DarkHeavenLegends
02735,Baerwyn| Elf Archer,5.99,09/01/03,DarkHeavenLegends
02736,Thull| Evil Fighter,4.99,09/01/03,DarkHeavenLegends
02737,Dung Monster,12.99,10/27/03,DarkHeavenLegends
02738,Helena Female Gladiator,4.99,10/27/03,DarkHeavenLegends
02739,Dire Bat,9.99,01/19/04,DarkHeavenLegends
02740,Mummy King on Throne,12.99,10/27/03,DarkHeavenLegends
02741,Fairies (2) & Nymph,11.49,12/01/03,DarkHeavenLegends
02742,Skeletal Giant,12.99,01/19/04,DarkHeavenLegends
02743,Tara The Silent,5.99,10/27/03,DarkHeavenLegends
02744,Cichastus| Fly Demon,14.49,10/27/03,DarkHeavenLegends
02745,Ulern| Anti-Paladin,6.99,10/27/03,DarkHeavenLegends
02746,Caella| Death Cultist,4.99,10/27/03,DarkHeavenLegends
02747,Jean Paul DuChamps| Werewolf,9.49,12/01/03,DarkHeavenLegends
02748,Sir David,4.99,12/01/03,DarkHeavenLegends
02749,Jade| Dancing Girl,4.49,12/01/03,DarkHeavenLegends
02750,Ardanael| Elf,4.99,12/01/03,DarkHeavenLegends
02751,Stone Golem,8.99,12/01/03,DarkHeavenLegends
02752,Yanara| High Sorceres,4.99,12/01/03,DarkHeavenLegends
02753,Werebear,14.49,12/01/03,DarkHeavenLegends
02754,Blood Wolf,5.99,05/07/04,DarkHeavenLegends
02755,Marunma| Naga,5.99,12/01/03,DarkHeavenLegends
02756,Familiar Pack IV,10.99,12/30/03,DarkHeavenLegends
02757,Gastaroth| Vampire,5.99,12/01/03,DarkHeavenLegends
02758,Stern Kestrelmann| Paladin,5.99,12/01/03,DarkHeavenLegends
02759,Dena| Female Barbarian,4.99,12/30/03,DarkHeavenLegends
02760,Jalinrix| Female Devil,9.99,12/30/03,DarkHeavenLegends
02761,Skrattle| Giant Ratman,7.99,12/30/03,DarkHeavenLegends
02762,Tuilin| Female Elf,5.99,12/30/03,DarkHeavenLegends
02763,Shrend| Alligator-man,9.99,12/30/03,DarkHeavenLegends
02764,Desmaendus| Gladiator,4.99,12/30/03,DarkHeavenLegends
02765,Astral Reavers (3),11.99,12/30/03,DarkHeavenLegends
02766,Arrius the Black| Skeletal Champion,6.99,12/30/03,DarkHeavenLegends
02767,Urn of Ashes,6.99,12/30/03,DarkHeavenLegends
02768,Fairy Queen,6.49,12/30/03,DarkHeavenLegends
02769,Woody| Halfling Ranger,4.49,01/09/04,DarkHeavenLegends
02770,Lunkh| Hill Giant,22.49,01/09/04,DarkHeavenLegends
02771,Lorus Hightower,8.99,01/09/04,DarkHeavenLegends
02772,Iris| Female Gnome,3.99,01/09/04,DarkHeavenLegends
02773,Tana| Female Barbarian,4.99,01/09/04,DarkHeavenLegends
02774,Braskus| Gladiator,4.99,01/09/04,DarkHeavenLegends
02775,Edward Dumond,4.99,01/09/04,DarkHeavenLegends
02776,Male & Female Lion,12.49,01/09/04,DarkHeavenLegends
02777,Earth Elemental,6.99,01/09/04,DarkHeavenLegends
02778,Air Elemental,7.99,01/09/04,DarkHeavenLegends
02779,Fire Elemental,9.99,02/02/04,DarkHeavenLegends
02780,Water Elemental,7.99,02/02/04,DarkHeavenLegends
02781,Bledsoe| Evil Cleric,5.49,02/02/04,DarkHeavenLegends
02782,Warl Hellbore| Assassin,5.99,02/02/04,DarkHeavenLegends
02783,Xiao Liu| Female Monk,4.99,02/02/04,DarkHeavenLegends
02784,Giant Spider & Victims,11.99,02/02/04,DarkHeavenLegends
02785,Sabertooth Tiger Man,6.49,02/02/04,DarkHeavenLegends
02786,Mash| Half Ogre,8.99,02/02/04,DarkHeavenLegends
02787,Cupid and Cherubs (4),7.99,02/02/04,DarkHeavenLegends
02788,Leorelex| Dragon Lion,15.99,02/02/04,DarkHeavenLegends
02789,Talarand| Blackguard,7.99,03/01/04,DarkHeavenLegends
02790,Skeletal Centurion,4.99,03/01/04,DarkHeavenLegends
02791,Zombie Werewolf,8.99,03/01/04,DarkHeavenLegends
02792,Gameela| Female Sphinx,13.99,03/01/04,DarkHeavenLegends
02793,Arianna|Fairy Princess,7.99,03/01/04,DarkHeavenLegends
02794,Oriental Dragon,14.99,03/01/04,DarkHeavenLegends
02795,Paladin Initiate,5.99,03/01/04,DarkHeavenLegends
02796,Ilsa Darkstep| Thief,5.99,03/01/04,DarkHeavenLegends
02797,Taenar| Cultist Leader,5.49,03/01/04,DarkHeavenLegends
02798,Korin| Barbarian,4.99,03/01/04,DarkHeavenLegends
02799,G'nort. Dire Wereboar,9.99,04/01/04,DarkHeavenLegends
02800,Skeleton Warrior,4.99,04/01/04,DarkHeavenLegends
02801,Evalyn| Female Duelist,4.99,05/06/04,DarkHeavenLegends
02802,Dragon Hatchlings (2),11.99,04/01/04,DarkHeavenLegends
02803,Brother Vincent,6.49,04/01/04,DarkHeavenLegends
02804,Plague Harbinger,6.99,04/01/04,DarkHeavenLegends
02805,Rowena| Barb. Shaman,3.99,04/01/04,DarkHeavenLegends
02806,Badger-wolf,6.99,04/01/04,DarkHeavenLegends
02807,Lamann| Sorcerer,7.99,04/01/04,DarkHeavenLegends
02808,Taryn| Spearmaiden,4.99,04/01/04,DarkHeavenLegends
02809,Attercop,4.99,05/07/04,DarkHeavenLegends
02810,Hyrekia| Sorceress,4.99,05/07/04,DarkHeavenLegends
02811,Dain Deepaxe,5.99,05/07/04,DarkHeavenLegends
02812,Kallista| Female Mercenary,4.99,05/07/04,DarkHeavenLegends
02813,Reaper - War,14.49,05/07/04,DarkHeavenLegends
02814,Pillar of Evil,8.99,08/28/04,DarkHeavenLegends
02815,Pillar of Good,9.99,07/05/04,DarkHeavenLegends
02816,Thomas Hammerfist,6.49,05/07/04,DarkHeavenLegends
02817,Moor Hound,9.49,05/07/04,DarkHeavenLegends
02818,Bugbear Warrior (2),14.49,05/07/04,DarkHeavenLegends
02819,Gloom Wraith,4.99,06/07/04,DarkHeavenLegends
02820,Karedwyn| Druid,4.99,06/07/04,DarkHeavenLegends
02821,Ice Queen,4.99,06/07/04,DarkHeavenLegends
02822,Laumarak The Pale,4.99,06/07/04,DarkHeavenLegends
02823,Rasia| w/Spiked Chain,4.99,06/07/04,DarkHeavenLegends
02824,Nehanda| Princess,4.99,06/07/04,DarkHeavenLegends
02825,Townsfolk V (3),12.99,06/07/04,DarkHeavenLegends
02826,Terezinya and Familiar,4.99,06/07/04,DarkHeavenLegends
02827,Koarlap Bloodhand Barb,4.99,06/07/04,DarkHeavenLegends
02828,Thornback Troll,7.99,06/07/04,DarkHeavenLegends
02829,Bertrand| Monk,4.99,07/05/04,DarkHeavenLegends
02830,Wolf Pack (3),9.99,07/05/04,DarkHeavenLegends
02831,Olivia| Halfling,4.99,07/05/04,DarkHeavenLegends
02832,Ogre Cheiftain,11.49,07/05/04,DarkHeavenLegends
02833,Medusa,4.99,07/05/04,DarkHeavenLegends
02834,Deladrin| Assassin,5.99,07/05/04,DarkHeavenLegends
02835,Jolie| Female Scribe,4.99,07/05/04,DarkHeavenLegends
02836,Piers| Young Mage,5.99,07/05/04,DarkHeavenLegends
02837,Haunt,5.99,07/05/04,DarkHeavenLegends
02838,Faceless Horror,13.99,07/05/04,DarkHeavenLegends
02839,Amariol| Elf Archer,4.99,07/27/04,DarkHeavenLegends
02840,Dark Stalker,5.99,07/27/04,DarkHeavenLegends
02841,Basilisk,6.99,07/27/04,DarkHeavenLegends
02842,Galdor the Barbarian,4.99,07/27/04,DarkHeavenLegends
02843,Undead Bathalian,5.99,07/27/04,DarkHeavenLegends
02844,Acid Beetles (2),4.99,07/27/04,DarkHeavenLegends
02845,Townsfolk VI Gravedigger & Henchman (2),13.99,07/27/04,DarkHeavenLegends
02846,Reaper Death,8.99,07/27/04,DarkHeavenLegends
02847,Jade Tiger| Monk,4.99,07/27/04,DarkHeavenLegends
02848,Familiar Pack V,7.99,07/27/04,DarkHeavenLegends
02849,Loryn Stormblade. Elf,6.99,08/28/04,DarkHeavenLegends
02850,Reaper| Famine,4.99,08/28/04,DarkHeavenLegends
02851,Hill Troll,12.99,08/28/04,DarkHeavenLegends
02852,Buck Ronan| Monk,4.99,08/28/04,DarkHeavenLegends
02853,Sir Barlow| Templar,4.99,08/28/04,DarkHeavenLegends
02854,Baby Dragons,14.99,08/28/04,DarkHeavenLegends
